lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"Inhaler Selection by GOLD Phenotype: LAMA, LABA, ICS — When to Add Each",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug copd-gold-staging-inhaler-selection.,add missing
"Inhaler Technique Assessment and Counseling: Common Errors, Spacer Indications, and Adherence",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug inhaler-device-technique-patient-matching.,add missing
"Initial Management: Hormonal Regulation, NSAIDs, Tranexamic Acid, and IUD Insertion",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug abnormal-uterine-bleeding-differential-management.,add missing
"Initiation, Titration, and Adequate Trial: Dose Escalation Timelines and Response Assessment",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug antidepressant-selection-ssri-snri-primary-care.,add missing
"Inpatient CAP Management: Antibiotic Duration, IV-to-PO Switch, and Discharge Criteria",,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug cap-risk-stratification-antibiotic-admission.,add missing
Insulin Initiation and Titration: Basal vs Basal-Bolus — When and How to Start,,NP,,NP / NP expansion blueprint,data/blueprints/np-lesson-expansion-500.json,implied/scaffolded but missing authored lesson content,Expansion blueprint for topicSlug t2dm-intensification-beyond-metformin.,add missing
Integrated review: Cardiovascular (disease) #1 — FNP certification preparation (United States),bp26-usnp-pad-000-safety_and_infection-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #11 — FNP certification preparation (United States),bp26-usnp-pad-010-pharmacological_therapies-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #21 — FNP certification preparation (United States),bp26-usnp-pad-020-psychosocial_integrity-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #31 — FNP certification preparation (United States),bp26-usnp-pad-030-health_promotion_maintenance-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #41 — FNP certification preparation (United States),bp26-usnp-pad-040-safety_and_infection-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #51 — FNP certification preparation (United States),bp26-usnp-pad-050-pharmacological_therapies-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #61 — FNP certification preparation (United States),bp26-usnp-pad-060-psychosocial_integrity-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Cardiovascular (disease) #71 — FNP certification preparation (United States),bp26-usnp-pad-070-health_promotion_maintenance-cardiovascular,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #10 — FNP certification preparation (United States),bp26-usnp-pad-009-management_of_care-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #20 — FNP certification preparation (United States),bp26-usnp-pad-019-physiological_adaptation-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #30 — FNP certification preparation (United States),bp26-usnp-pad-029-risk_reduction-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #40 — FNP certification preparation (United States),bp26-usnp-pad-039-basic_care_comfort-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #50 — FNP certification preparation (United States),bp26-usnp-pad-049-management_of_care-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #60 — FNP certification preparation (United States),bp26-usnp-pad-059-physiological_adaptation-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Clinical judgment (case study) #70 — FNP certification preparation (United States),bp26-usnp-pad-069-risk_reduction-prioritization-delegation,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #15 — FNP certification preparation (United States),bp26-usnp-pad-014-health_promotion_maintenance-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #25 — FNP certification preparation (United States),bp26-usnp-pad-024-safety_and_infection-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #35 — FNP certification preparation (United States),bp26-usnp-pad-034-pharmacological_therapies-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #45 — FNP certification preparation (United States),bp26-usnp-pad-044-psychosocial_integrity-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #5 — FNP certification preparation (United States),bp26-usnp-pad-004-psychosocial_integrity-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #55 — FNP certification preparation (United States),bp26-usnp-pad-054-health_promotion_maintenance-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #65 — FNP certification preparation (United States),bp26-usnp-pad-064-safety_and_infection-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Endocrine (prioritization) #75 — FNP certification preparation (United States),bp26-usnp-pad-074-pharmacological_therapies-endocrine,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #17 — FNP certification preparation (United States),bp26-usnp-pad-016-safety_and_infection-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #27 — FNP certification preparation (United States),bp26-usnp-pad-026-pharmacological_therapies-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #37 — FNP certification preparation (United States),bp26-usnp-pad-036-psychosocial_integrity-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #47 — FNP certification preparation (United States),bp26-usnp-pad-046-health_promotion_maintenance-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #57 — FNP certification preparation (United States),bp26-usnp-pad-056-safety_and_infection-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #67 — FNP certification preparation (United States),bp26-usnp-pad-066-pharmacological_therapies-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #7 — FNP certification preparation (United States),bp26-usnp-pad-006-health_promotion_maintenance-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: Fluids & electrolytes (maternity) #77 — FNP certification preparation (United States),bp26-usnp-pad-076-psychosocial_integrity-fluids-electrolytes,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #16 — FNP certification preparation (United States),bp26-usnp-pad-015-basic_care_comfort-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #26 — FNP certification preparation (United States),bp26-usnp-pad-025-management_of_care-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #36 — FNP certification preparation (United States),bp26-usnp-pad-035-physiological_adaptation-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #46 — FNP certification preparation (United States),bp26-usnp-pad-045-risk_reduction-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #56 — FNP certification preparation (United States),bp26-usnp-pad-055-basic_care_comfort-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
Integrated review: GI (mental health) #6 — FNP certification preparation (United States),bp26-usnp-pad-005-risk_reduction-gastrointestinal,NP,,NP / us-np-fnp,src/content/pathway-lessons/catalog.json → us-np-fnp,duplicated,Normalized title duplicates another row in the same group.,merge duplicate
